movieId,total_ratings,avg_rating,rating_stddev,title,genres
145,95,2.9905263157894746,1.1479930391414108,Movie_145,Drama
200,81,2.8172839506172833,1.13201039344354,Movie_200,Sci-Fi
109,100,3.0969999999999995,1.1375549714766813,Movie_109,Action
56,95,3.099999999999999,1.0121601084346208,Movie_56,Romance
170,106,2.9688679245283027,1.121849086493423,Movie_170,Thriller
105,101,3.0188118811881184,1.1433908230598255,Movie_105,Action
188,85,2.9717647058823533,1.035398676920184,Movie_188,Action
58,98,3.158163265306123,1.0888302121091233,Movie_58,Thriller
11,94,3.1999999999999997,1.0751344002005625,Movie_11,Thriller
33,90,3.0166666666666666,1.0622479872971535,Movie_33,Thriller
150,91,3.1868131868131875,0.9854732412184056,Movie_150,Sci-Fi
110,95,2.9568421052631577,1.1149518290881495,Movie_110,Drama
83,95,2.983157894736842,1.168801225440522,Movie_83,Thriller
106,99,2.923232323232323,1.0274625255421859,Movie_106,Thriller
68,85,3.1811764705882344,1.173668862771683,Movie_68,Thriller
71,92,2.8815217391304357,0.9878302728069561,Movie_71,Sci-Fi
147,96,2.7624999999999993,1.189183709414505,Movie_147,Thriller
116,87,3.0816091954023,1.0838699758576322,Movie_116,Comedy
14,89,2.95056179775281,1.0143430022686002,Movie_14,Romance
198,80,3.1224999999999996,1.0998244969315025,Movie_198,Thriller
123,83,2.954216867469879,1.0293617729991817,Movie_123,Sci-Fi
158,100,3.0150000000000006,1.1528949070347507,Movie_158,Drama
199,82,3.063414634146342,0.9688369245904412,Movie_199,Drama
135,83,3.0240963855421685,1.1069173148054212,Movie_135,Action
42,98,3.073469387755102,1.1136038848959227,Movie_42,Drama
119,76,2.827631578947368,1.0740079061422871,Movie_119,Action
79,86,3.026744186046511,1.111694458510722,Movie_79,Thriller
2,100,3.082,1.1182941554804882,Movie_2,Romance
131,95,3.0431578947368405,1.1323720754933966,Movie_131,Drama
149,91,2.903296703296703,1.0520298421464995,Movie_149,Thriller
118,92,3.0945652173913047,1.0527164370327147,Movie_118,Thriller
124,89,3.0674157303370793,1.18473004989043,Movie_124,Romance
30,102,3.0401960784313733,0.9605340721425998,Movie_30,Drama
99,86,2.9883720930232553,1.0944156221635215,Movie_99,Action
184,88,2.7625000000000006,1.1316057658015894,Movie_184,Sci-Fi
66,79,3.1189873417721516,1.1034997878971238,Movie_66,Thriller
46,95,2.927368421052632,1.169146088214773,Movie_46,Action
67,87,2.881609195402299,1.1673393256931808,Movie_67,Comedy
186,120,2.9475000000000002,1.1098461169735845,Movie_186,Thriller
174,80,2.957499999999999,1.1122761472980085,Movie_174,Sci-Fi
172,90,3.0022222222222235,1.2302349988151096,Movie_172,Thriller
153,102,3.1019607843137247,0.9652353524273841,Movie_153,Drama
144,86,3.0174418604651168,1.0917004394618532,Movie_144,Romance
18,79,2.837974683544303,1.0351890447281689,Movie_18,Sci-Fi
74,107,2.905607476635513,1.1063139354257259,Movie_74,Thriller
138,104,3.091346153846154,1.090747546002867,Movie_138,Sci-Fi
104,92,3.0086956521739125,1.0453089531107136,Movie_104,Action
180,98,2.9551020408163255,1.0175898804223926,Movie_180,Action
134,86,2.9011627906976742,1.1362988614793117,Movie_134,Drama
36,78,2.796153846153847,1.1009372993331352,Movie_36,Sci-Fi
187,96,3.1562499999999996,1.084999393645234,Movie_187,Romance
89,79,2.9278481012658224,1.1153861822729034,Movie_89,Romance
